gdp;mining;ind;eletco;eletin;eletot;eletho;constr;retail;rtailb;export;import;diesel;truckt;jobrtl;jobtrs;jobacc;jobhlt;jobedc;credit
0.06677778;0.101713617;0.080657903;0.060693419;0.065436094;0.067492496;0.047644656;0.101536419;0.100541229;0.130593574;0.112014324;0.394339239;0.143443544;0.146447647;0.082577543;0.063576317;0.042758577;0.053398487;0.028160164;0.144877662
0.06677778;0.127435502;0.058268908;0.06460922;0.052985906;0.089803895;0.056247144;0.085539911;0.113077145;0.057639002;0.102714574;0.316975917;0.094759064;0.12394724;0.086057961;0.062478442;0.044668582;0.053333236;0.029187532;0.123565032
0.055307842;0.082691716;0.01677579;0.034547595;0.040460305;0.04807361;0.048293137;0.051209825;0.083746601;0.104484037;0.060323781;0.213814153;0.034094211;0.087703466;0.087702208;0.06265254;0.044981407;0.053291576;0.030026929;0.097862058
0.055307842;0.109742791;0.048696972;0.008781804;0.03352566;0.026521342;0.036008206;0.073303034;0.095431546;0.157467432;0.134534963;0.314087461;0.10647101;0.093011356;0.085632287;0.061074761;0.044267635;0.05291869;0.03050223;0.162595148
0.055307842;0.098845835;0.021009176;0.032234862;0.040289251;0.049041064;0.047554634;0.06867183;0.097822293;0.140581951;0.170023793;0.172998021;0.072441151;0.092900987;0.083269624;0.062951032;0.044817098;0.051970718;0.030256776;0.135170808
0.05062107;0.053731932;0.019587133;0.065968877;0.074751553;0.09753779;0.06040166;0.060119571;0.080246727;0.108145479;0.070522929;0.158810521;0.059932341;0.102193824;0.083437636;0.064920912;0.045374262;0.053110179;0.03022272;0.142664802
0.05062107;0.043950735;0.071458964;0.073051461;0.0286384;0.072856896;0.05384278;0.11487099;0.082351035;0.136486632;0.086583293;0.184370738;0.080815505;0.117131374;0.088144339;0.065120839;0.048032907;0.054149555;0.034150654;0.160068918
0.05062107;0;-0.007604599;0.033668916;0.028178402;0.047683451;0.038051855;-0.007709079;0.038442427;-0.028013036;-0.044314206;0.030475399;0.004597709;0.022349361;0.082605705;0.063211937;0.043916233;0.052770045;0.03329176;0.024242516
0.045950456;0.015666117;-0.020284671;0.046807374;0.027368181;0.046418919;0.009463278;-0.019007266;0.097483831;0.114024176;0.010780945;0.128766029;0.030771659;0.048976897;0.083811955;0.06597425;0.04377183;0.05284939;0.033986429;0.040156769
0.045950456;0.028929698;0.02641663;0.059022274;0.015191838;0.052993845;0.048084569;0.041141794;0.060772038;0.121325756;0.023360197;0.175722027;0.082174608;0.06474497;0.080649257;0.065708563;0.043234828;0.051636992;0.034057213;0.080337051
0.045950456;0.038272546;0.00097229;0.053698149;0.013544225;0.05813399;0.021888699;0.0493221;0.067695013;0.08907963;0.072794435;0.111606166;0.059401214;0.063689347;0.077888675;0.065123313;0.044317269;0.052945377;0.034450485;0.050745532
0.034714031;0.009643276;-0.008438869;0.079099867;0.008653556;0.064333414;0.077416886;0.037697211;0.067904869;0.070103366;-0.005966209;-0.003599352;0.043460879;0.064040446;0.074563212;0.063901338;0.044518963;0.051689126;0.034497017;0.0385353
0.034714031;0.0086664;0.025502293;0.075587601;0.025361479;0.078702008;0.043197745;0.046932225;0.062595641;0.052379661;0.086318678;0.132351913;0.094499971;0.06647542;0.068911653;0.062596206;0.043240898;0.049765338;0.033434366;0.10768477
0.034714031;-0.013712262;-0.009478744;0.077347178;0.020941156;0.070678566;0.067314315;0.052392934;0.050286498;0.045617943;0.015985556;-0.018223262;0.10260037;0.04758899;0.067153891;0.062079371;0.043458669;0.050161467;0.033657827;0.04240731
0.025356022;0.018673761;-0.015836381;0.074682936;0.015239003;0.086667642;0.045214078;0.048714638;0.042259809;0.014549781;0.004227524;0.052405549;0.053302448;0.041854574;0.065213823;0.061937496;0.04244958;0.05095371;0.033326132;0.02354199
0.025356022;0.034708491;-0.028357288;0.062307335;0.01084391;0.078942538;0.037231936;0.031588699;0.064614368;0.030437132;0.068999655;0.074970902;0.055059777;0.053723527;0.061392603;0.060187353;0.04166147;0.050646764;0.032305046;0.023258763
0.025356022;0.021339316;-0.011500388;0.030151468;0.007421794;0.055914019;0.019271291;0.022627228;0.064202443;0.041914294;-0.028044261;0.045126754;0.047067511;0.033798044;0.06160023;0.061028404;0.040290949;0.051927398;0.030661433;0.049360226
0.016932799;-0.073025135;-0.050839677;0.033976216;0.006888503;0.022555957;-0.001019888;0.041308949;0.074282813;0.079033672;0.025092473;0.085986965;0.09882954;0.046932821;0.060248649;0.059667676;0.039523767;0.051404986;0.031527025;0.055816994
